drugId,diseaseId,drugName,drugSource,diseaseName,diseaseSource,display_relations,indication,contraindication,off_label
DB00669,5015,Sumatriptan,DrugBank,diabetes mellitus (disease),MONDO,contraindication,0,1,0
DB00669,5027,Sumatriptan,DrugBank,epilepsy,MONDO,contraindication,0,1,0
DB00669,5044,Sumatriptan,DrugBank,hypertensive disorder,MONDO,contraindication,0,1,0
DB00669,5068,Sumatriptan,DrugBank,myocardial infarction (disease),MONDO,contraindication,0,1,0
DB00669,5098,Sumatriptan,DrugBank,stroke disorder,MONDO,contraindication,0,1,0
DB00669,5240,Sumatriptan,DrugBank,kidney disease,MONDO,contraindication,0,1,0
DB00669,5264,Sumatriptan,DrugBank,transient ischemic attack (disease),MONDO,contraindication,0,1,0
DB00669,5267,Sumatriptan,DrugBank,heart disease,MONDO,contraindication,0,1,0
DB00669,5277,Sumatriptan,DrugBank,migraine disorder,MONDO,indication,1,0,0
DB00669,5299,Sumatriptan,DrugBank,brain ischemia,MONDO,contraindication,0,1,0
DB00669,6652_3678_1090_3672_3673_3676_3677_3679_6803,Sumatriptan,DrugBank,myocardial infarction,MONDO_grouped,contraindication,0,1,0
DB00669,6716,Sumatriptan,DrugBank,coronary thrombosis,MONDO,contraindication,0,1,0
DB00669,7079_2491_4938_2046_5367_5689_4456_5186,Sumatriptan,DrugBank,substance abuse/dependence,MONDO_grouped,contraindication,0,1,0
DB00672,10264,Chlorpropamide,DrugBank,X-linked adrenal hypoplasia congenita,MONDO,contraindication,0,1,0
DB00672,10615_13006_8250_32569_9876_32567,Chlorpropamide,DrugBank,isolated growth hormone deficiency,MONDO_grouped,contraindication,0,1,0
DB00672,18479_19847_23601_60783,Chlorpropamide,DrugBank,congenital adrenal hyperplasia,MONDO_grouped,contraindication,0,1,0
DB00672,4946,Chlorpropamide,DrugBank,hypoglycemia,MONDO,contraindication,0,1,0
DB00672,50,Chlorpropamide,DrugBank,isolated congenital growth hormone deficiency,MONDO,contraindication,0,1,0
DB00672,5015,Chlorpropamide,DrugBank,diabetes mellitus (disease),MONDO,indication,1,0,0
DB00672,5148,Chlorpropamide,DrugBank,type 2 diabetes mellitus,MONDO,indication,1,0,0
DB00672,5267,Chlorpropamide,DrugBank,heart disease,MONDO,contraindication,0,1,0
DB00672,7794_9239_9223_13912_13961_7844_13946_14105_13910_14102_12880_14461_9482_30010_14107_13914_10635_14106_13911_12528_13926_13913_12988_14103_13915,Chlorpropamide,DrugBank,hypogonadotropic hypogonadism with or without anosmia,MONDO_grouped,contraindication,0,1,0
DB00672,9294_13291_10598_13091_10362_9868_9295_9293_9290_9291_2413_2412,Chlorpropamide,DrugBank,glycogen storage disease,MONDO_grouped,contraindication,0,1,0
DB00672,9410,Chlorpropamide,DrugBank,Addison disease,MONDO,contraindication,0,1,0
DB00672,9417_18555,Chlorpropamide,DrugBank,hypogonadotropic hypogonadism,MONDO_grouped,contraindication,0,1,0
DB00674,100192,Galantamine,DrugBank,liver failure,MONDO,contraindication,0,1,0
DB00674,11401,Galantamine,DrugBank,Alzheimer disease without neurofibrillary tangles,MONDO,indication,1,0,0
DB00674,11751,Galantamine,DrugBank,"COPD, severe early onset",MONDO,contraindication,0,1,0
DB00674,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,Galantamine,DrugBank,Alzheimer disease,MONDO_grouped,indication,1,0,0
DB00674,19171,Galantamine,DrugBank,familial long QT syndrome,MONDO,contraindication,0,1,0
DB00674,22687_4742,Galantamine,DrugBank,cerebellar degeneration,MONDO_grouped,indication,1,0,0
DB00674,465,Galantamine,DrugBank,atrioventricular block (disease),MONDO,contraindication,0,1,0
DB00674,4765,Galantamine,DrugBank,intrinsic asthma,MONDO,contraindication,0,1,0
DB00674,4784,Galantamine,DrugBank,allergic asthma,MONDO,contraindication,0,1,0
DB00674,4979,Galantamine,DrugBank,asthma,MONDO,contraindication,0,1,0
DB00674,5002,Galantamine,DrugBank,chronic obstructive pulmonary disease,MONDO,contraindication,0,1,0
DB00674,5027,Galantamine,DrugBank,epilepsy,MONDO,contraindication,0,1,0
DB00674,5240,Galantamine,DrugBank,kidney disease,MONDO,contraindication,0,1,0
DB00674,5412,Galantamine,DrugBank,duodenal ulcer (disease),MONDO,contraindication,0,1,0
DB00674,5942,Galantamine,DrugBank,Reye syndrome,MONDO,indication,1,0,0
DB00674,6679,Galantamine,DrugBank,bladder neck obstruction,MONDO,contraindication,0,1,0
DB00674,8243,Galantamine,DrugBank,Pick disease,MONDO,indication,1,0,0
DB00675,10120_8555_14837_8556_30867_14536_12775_10743_2049_4680,Tamoxifen,DrugBank,thrombocytopenia,MONDO_grouped,contraindication,0,1,0
DB00675,11057,Tamoxifen,DrugBank,cerebrovascular disorder,MONDO,contraindication,0,1,0
DB00675,11962,Tamoxifen,DrugBank,endometrial cancer,MONDO,off-label use,0,0,1
DB00675,1566,Tamoxifen,DrugBank,hypercalcemia disease,MONDO,contraindication,0,1,0
DB00675,1567,Tamoxifen,DrugBank,nephrocalcinosis,MONDO,contraindication,0,1,0
DB00675,16093,Tamoxifen,DrugBank,borderline epithelial tumor of ovary,MONDO,off-label use,0,0,1
DB00675,16096,Tamoxifen,DrugBank,malignant non-dysgerminomatous germ cell tumor of ovary,MONDO,off-label use,0,0,1
DB00675,16248,Tamoxifen,DrugBank,familial ovarian cancer,MONDO,off-label use,0,0,1
DB00675,16249,Tamoxifen,DrugBank,hereditary site-specific ovarian cancer syndrome,MONDO,off-label use,0,0,1
DB00675,17327,Tamoxifen,DrugBank,primary non-gestational choriocarcinoma of ovary,MONDO,off-label use,0,0,1
DB00675,18171,Tamoxifen,DrugBank,malignant germ cell tumor of ovary,MONDO,off-label use,0,0,1
DB00675,18172,Tamoxifen,DrugBank,malignant sex cord stromal tumor of ovary,MONDO,off-label use,0,0,1
DB00675,18369,Tamoxifen,DrugBank,immature ovarian teratoma,MONDO,off-label use,0,0,1
DB00675,20538,Tamoxifen,DrugBank,malignant dysgerminomatous germ cell tumor of ovary,MONDO,off-label use,0,0,1
DB00675,20541,Tamoxifen,DrugBank,maligant granulosa cell tumor of ovary,MONDO,off-label use,0,0,1
DB00675,20542,Tamoxifen,DrugBank,malignant Sertoli-Leydig cell tumor of ovary,MONDO,off-label use,0,0,1
DB00675,20543,Tamoxifen,DrugBank,"theca steroid-producing cell malignant tumor of ovary, not further specified",MONDO,off-label use,0,0,1
DB00675,20671,Tamoxifen,DrugBank,obsolete susceptibility to ischemic stroke,MONDO,contraindication,0,1,0
DB00675,21251,Tamoxifen,DrugBank,endometrium neoplasm,MONDO,off-label use,0,0,1
DB00675,2319,Tamoxifen,DrugBank,phosphorus metabolism disease,MONDO,contraindication,0,1,0
DB00675,2447,Tamoxifen,DrugBank,endometrial carcinoma (disease),MONDO,off-label use,0,0,1
DB00675,2679,Tamoxifen,DrugBank,cerebral infarction,MONDO,contraindication,0,1,0
DB00675,2752,Tamoxifen,DrugBank,ovarian adenocarcinoma,MONDO,off-label use,0,0,1
DB00675,3582,Tamoxifen,DrugBank,hereditary breast ovarian cancer syndrome,MONDO,off-label use,0,0,1
DB00675,3792,Tamoxifen,DrugBank,ovarian carcinosarcoma,MONDO,off-label use,0,0,1
DB00675,3795,Tamoxifen,DrugBank,ovarian small cell carcinoma,MONDO,off-label use,0,0,1
DB00675,5098,Tamoxifen,DrugBank,stroke disorder,MONDO,contraindication,0,1,0
DB00675,5279,Tamoxifen,DrugBank,pulmonary embolism (disease),MONDO,contraindication,0,1,0
DB00675,5601,Tamoxifen,DrugBank,ovarian mucinous adenocarcinoma,MONDO,off-label use,0,0,1
DB00675,5744,Tamoxifen,DrugBank,yolk sac tumor,MONDO,off-label use,0,0,1
DB00675,6003,Tamoxifen,DrugBank,uterine corpus cancer,MONDO,off-label use,0,0,1
DB00675,6045,Tamoxifen,DrugBank,ovarian clear cell adenocarcinoma,MONDO,off-label use,0,0,1
DB00675,6335,Tamoxifen,DrugBank,ovarian endometrioid adenocarcinoma,MONDO,off-label use,0,0,1
DB00675,8170,Tamoxifen,DrugBank,ovarian cancer,MONDO,off-label use,0,0,1
DB00678,11986_4982_5003_6515_3232,Losartan,DrugBank,pancreatitis,MONDO_grouped,contraindication,0,1,0
DB00678,1200_1134_15512_5080_100078,Losartan,DrugBank,hypertension,MONDO_grouped,indication,1,0,0
DB00678,12819,Losartan,DrugBank,diabetic ketoacidosis,MONDO,contraindication,0,1,0
DB00678,1548,Losartan,DrugBank,hepatic coma,MONDO,contraindication,0,1,0
DB00678,1566,Losartan,DrugBank,hypercalcemia disease,MONDO,contraindication,0,1,0
DB00678,1567,Losartan,DrugBank,nephrocalcinosis,MONDO,contraindication,0,1,0
DB00678,1711,Losartan,DrugBank,hepatic encephalopathy,MONDO,contraindication,0,1,0
DB00678,19725,Losartan,DrugBank,pediatric systemic lupus erythematosus,MONDO,contraindication,0,1,0
DB00678,2144,Losartan,DrugBank,obsolete hyperuricemia (disease),MONDO,contraindication,0,1,0
DB00678,2319,Losartan,DrugBank,phosphorus metabolism disease,MONDO,contraindication,0,1,0
DB00678,24570_7767_6964_1530_1741_10837_16166_12406_21132,Losartan,DrugBank,hyperparathyroidism,MONDO_grouped,contraindication,0,1,0
DB00678,3019,Losartan,DrugBank,potassium deficiency disease,MONDO,contraindication,0,1,0
DB00678,4981,Losartan,DrugBank,atrial fibrillation (disease),MONDO,off-label use,0,0,1
DB00678,5015,Losartan,DrugBank,diabetes mellitus (disease),MONDO,contraindication,0,1,0
DB00678,5016,Losartan,DrugBank,diabetic nephropathy,MONDO,indication,1,0,0
DB00678,5044,Losartan,DrugBank,hypertensive disorder,MONDO,indication,1,0,0
DB00678,5393,Losartan,DrugBank,gout,MONDO,contraindication,0,1,0
DB00678,5468,Losartan,DrugBank,hypotensive disorder,MONDO,contraindication,0,1,0
DB00678,5890,Losartan,DrugBank,osteitis fibrosa,MONDO,contraindication,0,1,0
DB00678,6727,Losartan,DrugBank,diastolic heart failure,MONDO,off-label use,0,0,1
DB00678,7915,Losartan,DrugBank,systemic lupus erythematosus (disease),MONDO,contraindication,0,1,0
DB00679,100316_12738_14550_14548_13279_12737_13062_12736_11377_32915_13370_13367_13372_2442_32756,Thioridazine,DrugBank,long QT syndrome,MONDO_grouped,contraindication,0,1,0
DB00679,11479,Thioridazine,DrugBank,postural orthostatic tachycardia syndrome,MONDO,contraindication,0,1,0
DB00679,11913_7088_11743_12153_7089_11194_12321_15140_4975_11561_11647_11777_12344_12609_12630_12631_14265_10422_14036_14316_100088,Thioridazine,DrugBank,Alzheimer disease,MONDO_grouped,contraindication,0,1,0
DB00679,19171,Thioridazine,DrugBank,familial long QT syndrome,MONDO,contraindication,0,1,0
DB00679,20751_5469_15914_21272,Thioridazine,DrugBank,orthostatic hypotension,MONDO_grouped,contraindication,0,1,0
DB00679,3019,Thioridazine,DrugBank,potassium deficiency disease,MONDO,contraindication,0,1,0
DB00679,4901,Thioridazine,DrugBank,lingual-facial-buccal dyskinesia,MONDO,contraindication,0,1,0
DB00679,5027,Thioridazine,DrugBank,epilepsy,MONDO,contraindication,0,1,0
DB00683,11751,Midazolam,DrugBank,"COPD, severe early onset",MONDO,contraindication,0,1,0
DB00683,11918,Midazolam,DrugBank,anxiety,MONDO,indication,1,0,0
DB00683,13600,Midazolam,DrugBank,insomnia (disease),MONDO,off-label use,0,0,1
DB00683,2125,Midazolam,DrugBank,status epilepticus,MONDO,off-label use,0,0,1
DB00683,24327,Midazolam,DrugBank,chronic renal failure syndrome,MONDO,contraindication,0,1,0
DB00683,4375,Midazolam,DrugBank,end stage renal failure,MONDO,contraindication,0,1,0
DB00683,5002,Midazolam,DrugBank,chronic obstructive pulmonary disease,MONDO,contraindication,0,1,0
DB00683,5155,Midazolam,DrugBank,cirrhosis of liver,MONDO,contraindication,0,1,0
DB00683,5300,Midazolam,DrugBank,chronic kidney disease,MONDO,contraindication,0,1,0
DB00690,1265,Flurazepam,DrugBank,schizophreniform disorder,MONDO,contraindication,0,1,0
DB00690,13600,Flurazepam,DrugBank,insomnia (disease),MONDO,indication,1,0,0
DB00690,1442,Flurazepam,DrugBank,dysthymic disorder,MONDO,contraindication,0,1,0
DB00690,19142,Flurazepam,DrugBank,inherited porphyria,MONDO,contraindication,0,1,0
DB00690,21113,Flurazepam,DrugBank,respiratory failure,MONDO,contraindication,0,1,0
DB00690,2494,Flurazepam,DrugBank,substance-related disorder,MONDO,contraindication,0,1,0
DB00690,5084,Flurazepam,DrugBank,mental disorder,MONDO,contraindication,0,1,0
DB00690,5240,Flurazepam,DrugBank,kidney disease,MONDO,contraindication,0,1,0
DB00690,5379,Flurazepam,DrugBank,neurotic disorder,MONDO,contraindication,0,1,0
DB00690,5487,Flurazepam,DrugBank,schizoaffective disorder,MONDO,contraindication,0,1,0
DB00690,7079_2491_4938_2046_5367_5689_4456_5186,Flurazepam,DrugBank,substance abuse/dependence,MONDO_grouped,contraindication,0,1,0
DB00690,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,Flurazepam,DrugBank,anxiety disorder,MONDO_grouped,contraindication,0,1,0
DB00691,11986_4982_5003_6515_3232,Moexipril,DrugBank,pancreatitis,MONDO_grouped,contraindication,0,1,0
DB00691,1200_1134_15512_5080_100078,Moexipril,DrugBank,hypertension,MONDO_grouped,indication,1,0,0
DB00691,12526_15053_19623_15054,Moexipril,DrugBank,hereditary angioedema,MONDO_grouped,contraindication,0,1,0
DB00691,12819,Moexipril,DrugBank,diabetic ketoacidosis,MONDO,contraindication,0,1,0
DB00691,1475,Moexipril,DrugBank,neutropenia,MONDO,contraindication,0,1,0
DB00691,1548,Moexipril,DrugBank,hepatic coma,MONDO,contraindication,0,1,0
DB00691,1566,Moexipril,DrugBank,hypercalcemia disease,MONDO,contraindication,0,1,0
DB00691,1567,Moexipril,DrugBank,nephrocalcinosis,MONDO,contraindication,0,1,0
DB00691,1609,Moexipril,DrugBank,agranulocytosis,MONDO,contraindication,0,1,0
DB00691,1711,Moexipril,DrugBank,hepatic encephalopathy,MONDO,contraindication,0,1,0
DB00691,19725,Moexipril,DrugBank,pediatric systemic lupus erythematosus,MONDO,contraindication,0,1,0
DB00691,2144,Moexipril,DrugBank,obsolete hyperuricemia (disease),MONDO,contraindication,0,1,0
DB00691,2319,Moexipril,DrugBank,phosphorus metabolism disease,MONDO,contraindication,0,1,0
DB00691,24570_7767_6964_1530_1741_10837_16166_12406_21132,Moexipril,DrugBank,hyperparathyroidism,MONDO_grouped,contraindication,0,1,0
DB00691,24644,Moexipril,DrugBank,myocardial ischemia,MONDO,contraindication,0,1,0
DB00691,3019,Moexipril,DrugBank,potassium deficiency disease,MONDO,contraindication,0,1,0
DB00691,4981,Moexipril,DrugBank,atrial fibrillation (disease),MONDO,off-label use,0,0,1
DB00691,5010,Moexipril,DrugBank,coronary artery disease,MONDO,contraindication,0,1,0
DB00691,5015,Moexipril,DrugBank,diabetes mellitus (disease),MONDO,contraindication,0,1,0
DB00691,5016,Moexipril,DrugBank,diabetic nephropathy,MONDO,off-label use,0,0,1
DB00691,5044,Moexipril,DrugBank,hypertensive disorder,MONDO,indication,1,0,0
DB00691,5240,Moexipril,DrugBank,kidney disease,MONDO,contraindication,0,1,0
DB00691,5393,Moexipril,DrugBank,gout,MONDO,contraindication,0,1,0
DB00691,5468,Moexipril,DrugBank,hypotensive disorder,MONDO,contraindication,0,1,0
DB00691,5890,Moexipril,DrugBank,osteitis fibrosa,MONDO,contraindication,0,1,0
DB00691,6727,Moexipril,DrugBank,diastolic heart failure,MONDO,off-label use,0,0,1
DB00691,7915,Moexipril,DrugBank,systemic lupus erythematosus (disease),MONDO,contraindication,0,1,0
DB00692,1196,Phentolamine,DrugBank,psychologic dyspareunia,MONDO,off-label use,0,0,1
DB00692,1340,Phentolamine,DrugBank,heart cancer,MONDO,indication,1,0,0
DB00692,19050_4781_44348_44349,Phentolamine,DrugBank,hemoglobinopathy,MONDO_grouped,contraindication,0,1,0
DB00692,21072,Phentolamine,DrugBank,sympathetic paraganglioma,MONDO,indication,1,0,0
DB00692,2817,Phentolamine,DrugBank,adrenal gland cancer,MONDO,indication,1,0,0
DB00692,4974,Phentolamine,DrugBank,adrenal gland pheochromocytoma,MONDO,indication,1,0,0
DB00692,5010,Phentolamine,DrugBank,coronary artery disease,MONDO,contraindication,0,1,0
DB00692,5068,Phentolamine,DrugBank,myocardial infarction (disease),MONDO,contraindication,0,1,0
DB00692,5264,Phentolamine,DrugBank,transient ischemic attack (disease),MONDO,indication,1,0,0
DB00692,5299,Phentolamine,DrugBank,brain ischemia,MONDO,indication,1,0,0
DB00692,5468,Phentolamine,DrugBank,hypotensive disorder,MONDO,contraindication,0,1,0
DB00692,6652_3678_1090_3672_3673_3676_3677_3679_6803,Phentolamine,DrugBank,myocardial infarction,MONDO_grouped,contraindication,0,1,0
DB00692,6716,Phentolamine,DrugBank,coronary thrombosis,MONDO,contraindication,0,1,0
DB00692,8233,Phentolamine,DrugBank,phaeochromocytoma,MONDO,indication,1,0,0
DB00692,920,Phentolamine,DrugBank,duodenum cancer,MONDO,indication,1,0,0
DB00692,956,Phentolamine,DrugBank,small intestine cancer,MONDO,indication,1,0,0
DB00694,12883,Daunorubicin,DrugBank,acute promyelocytic leukemia,MONDO,indication,1,0,0
DB00694,13412_13200_12112_7268_11843_13474_13475_13477_10946_12799_8647_12804_13455_14883_13852_13197_7267_13195_12111_13369_7266_13476_5045,Daunorubicin,DrugBank,hypertrophic cardiomyopathy,MONDO_grouped,contraindication,0,1,0
DB00694,14191_12762_11484_13966_13529_17990,Daunorubicin,DrugBank,catecholaminergic polymorphic ventricular tachycardia,MONDO_grouped,contraindication,0,1,0
DB00694,1475,Daunorubicin,DrugBank,neutropenia,MONDO,contraindication,0,1,0
DB00694,15134,Daunorubicin,DrugBank,constitutional neutropenia,MONDO,contraindication,0,1,0
DB00694,15165,Daunorubicin,DrugBank,acute myeloid leukemia and myelodysplastic syndromes related to topoisomerase type 2 inhibitor,MONDO,indication,1,0,0
DB00694,15166,Daunorubicin,DrugBank,acute myeloid leukemia with t(8;21)(q22;q22) translocation,MONDO,indication,1,0,0
DB00694,15667,Daunorubicin,DrugBank,unclassified acute myeloid leukemia,MONDO,indication,1,0,0
DB00694,1609,Daunorubicin,DrugBank,agranulocytosis,MONDO,contraindication,0,1,0
DB00694,17893,Daunorubicin,DrugBank,inherited acute myeloid leukemia,MONDO,indication,1,0,0
DB00694,17894,Daunorubicin,DrugBank,acute myeloid leukemia with CEBPA somatic mutations,MONDO,indication,1,0,0
DB00694,18256,Daunorubicin,DrugBank,acute myeloid leukemia with t(8;16)(p11;p13) translocation,MONDO,indication,1,0,0
DB00694,18433,Daunorubicin,DrugBank,acute myeloid leukemia with t(6;9)(p23;q34),MONDO,indication,1,0,0
DB00694,18434,Daunorubicin,DrugBank,acute myeloid leukemia with t(9;11)(p22;q23),MONDO,indication,1,0,0
DB00694,18435,Daunorubicin,DrugBank,acute myeloid leukemia with inv3(p21;q26.2) or t(3;3)(p21;q26.2),MONDO,indication,1,0,0
DB00694,18437,Daunorubicin,DrugBank,acute myeloid leukemia with NPM1 somatic mutations,MONDO,indication,1,0,0
DB00694,18685,Daunorubicin,DrugBank,incessant infant ventricular tachycardia,MONDO,contraindication,0,1,0
DB00694,18874_4643,Daunorubicin,DrugBank,myeloid leukemia,MONDO_grouped,indication,1,0,0
DB00694,19457,Daunorubicin,DrugBank,therapy related acute myeloid leukemia and myelodysplastic syndrome,MONDO,indication,1,0,0
DB00694,20320,Daunorubicin,DrugBank,acute myeloblastic leukemia with maturation,MONDO,indication,1,0,0
DB00694,2144,Daunorubicin,DrugBank,obsolete hyperuricemia (disease),MONDO,contraindication,0,1,0
DB00694,4948_872_4963_20511_4947_814,Daunorubicin,DrugBank,acute lymphoblastic/lymphocytic leukemia,MONDO_grouped,indication,1,0,0
DB00694,4967,Daunorubicin,DrugBank,acute lymphoblastic leukemia (disease),MONDO,indication,1,0,0
DB00694,5027,Daunorubicin,DrugBank,epilepsy,MONDO,contraindication,0,1,0
DB00694,5055,Daunorubicin,DrugBank,Kaposi's sarcoma (disease),MONDO,indication,1,0,0
DB00694,5072,Daunorubicin,DrugBank,neuroblastoma,MONDO,off-label use,0,0,1
DB00694,5223,Daunorubicin,DrugBank,acute myeloid leukemia with minimal differentiation,MONDO,indication,1,0,0
DB00694,5224,Daunorubicin,DrugBank,acute myeloblastic leukemia without maturation,MONDO,indication,1,0,0
DB00694,5240,Daunorubicin,DrugBank,kidney disease,MONDO,contraindication,0,1,0
DB00694,5477,Daunorubicin,DrugBank,ventricular tachycardia,MONDO,contraindication,0,1,0
DB00694,7896_4600_4614_875,Daunorubicin,DrugBank,monocytic leukemia,MONDO_grouped,indication,1,0,0
DB00694,8090,Daunorubicin,DrugBank,cyclic hematopoiesis,MONDO,contraindication,0,1,0
DB00694,8742_18542_28226,Daunorubicin,DrugBank,severe congenital neutropenia,MONDO_grouped,contraindication,0,1,0
DB00696,100192,Ergotamine,DrugBank,liver failure,MONDO,contraindication,0,1,0
DB00696,10120_8555_14837_8556_30867_14536_12775_10743_2049_4680,Ergotamine,DrugBank,thrombocytopenia,MONDO_grouped,contraindication,0,1,0
DB00696,10138,Ergotamine,DrugBank,thyrotoxicosis,MONDO,contraindication,0,1,0
DB00696,10811,Ergotamine,DrugBank,benign prostatic hyperplasia (disease),MONDO,contraindication,0,1,0
DB00696,1126,Ergotamine,DrugBank,gastric ulcer (disease),MONDO,contraindication,0,1,0
DB00696,11751,Ergotamine,DrugBank,"COPD, severe early onset",MONDO,contraindication,0,1,0
DB00696,1200_1134_15512_5080_100078,Ergotamine,DrugBank,hypertension,MONDO_grouped,contraindication,0,1,0
DB00696,13600,Ergotamine,DrugBank,insomnia (disease),MONDO,contraindication,0,1,0
DB00696,1409,Ergotamine,DrugBank,esophagitis (disease),MONDO,contraindication,0,1,0
DB00696,1442,Ergotamine,DrugBank,dysthymic disorder,MONDO,contraindication,0,1,0
DB00696,1475,Ergotamine,DrugBank,neutropenia,MONDO,contraindication,0,1,0
DB00696,1548,Ergotamine,DrugBank,hepatic coma,MONDO,contraindication,0,1,0
DB00696,1609,Ergotamine,DrugBank,agranulocytosis,MONDO,contraindication,0,1,0
DB00696,1656,Ergotamine,DrugBank,megaesophagus,MONDO,contraindication,0,1,0
DB00696,1711,Ergotamine,DrugBank,hepatic encephalopathy,MONDO,contraindication,0,1,0
DB00696,19142,Ergotamine,DrugBank,inherited porphyria,MONDO,contraindication,0,1,0
DB00696,19635,Ergotamine,DrugBank,idiopathic achalasia,MONDO,contraindication,0,1,0
DB00696,21113,Ergotamine,DrugBank,respiratory failure,MONDO,contraindication,0,1,0
DB00696,2280,Ergotamine,DrugBank,anemia (disease),MONDO,contraindication,0,1,0
DB00696,2281,Ergotamine,DrugBank,macrocytic anemia (disease),MONDO,contraindication,0,1,0
DB00696,24644,Ergotamine,DrugBank,myocardial ischemia,MONDO,contraindication,0,1,0
DB00696,2494,Ergotamine,DrugBank,substance-related disorder,MONDO,contraindication,0,1,0
DB00696,4425,Ergotamine,DrugBank,hyperthyroidism,MONDO,contraindication,0,1,0
DB00696,4979,Ergotamine,DrugBank,asthma,MONDO,contraindication,0,1,0
DB00696,5002,Ergotamine,DrugBank,chronic obstructive pulmonary disease,MONDO,contraindication,0,1,0
DB00696,5010,Ergotamine,DrugBank,coronary artery disease,MONDO,contraindication,0,1,0
DB00696,5027,Ergotamine,DrugBank,epilepsy,MONDO,contraindication,0,1,0
DB00696,5044,Ergotamine,DrugBank,hypertensive disorder,MONDO,contraindication,0,1,0
DB00696,5101,Ergotamine,DrugBank,ulcerative colitis (disease),MONDO,contraindication,0,1,0
DB00696,5240,Ergotamine,DrugBank,kidney disease,MONDO,contraindication,0,1,0
DB00696,5264,Ergotamine,DrugBank,transient ischemic attack (disease),MONDO,contraindication,0,1,0
DB00696,5277,Ergotamine,DrugBank,migraine disorder,MONDO,indication,1,0,0
DB00696,5299,Ergotamine,DrugBank,brain ischemia,MONDO,contraindication,0,1,0
DB00696,5364,Ergotamine,DrugBank,Graves disease,MONDO,contraindication,0,1,0
DB00696,5379,Ergotamine,DrugBank,neurotic disorder,MONDO,contraindication,0,1,0
DB00696,6679,Ergotamine,DrugBank,bladder neck obstruction,MONDO,contraindication,0,1,0
DB00696,6896,Ergotamine,DrugBank,peptic esophagitis,MONDO,contraindication,0,1,0
DB00696,7079_2491_4938_2046_5367_5689_4456_5186,Ergotamine,DrugBank,substance abuse/dependence,MONDO_grouped,contraindication,0,1,0
DB00696,7186,Ergotamine,DrugBank,gastroesophageal reflux disease,MONDO,contraindication,0,1,0
DB00696,8114_1158,Ergotamine,DrugBank,obsessive-compulsive disorder,MONDO_grouped,contraindication,0,1,0
DB00696,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,Ergotamine,DrugBank,anxiety disorder,MONDO_grouped,contraindication,0,1,0
DB00696,8698,Ergotamine,DrugBank,achalasia (disease),MONDO,contraindication,0,1,0
DB00696,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012,Ergotamine,DrugBank,inflammatory bowel disease,MONDO_grouped,contraindication,0,1,0
DB00697,100192,Tizanidine,DrugBank,liver failure,MONDO,contraindication,0,1,0
DB00697,1265,Tizanidine,DrugBank,schizophreniform disorder,MONDO,contraindication,0,1,0
DB00697,5084,Tizanidine,DrugBank,mental disorder,MONDO,contraindication,0,1,0
DB00697,5240,Tizanidine,DrugBank,kidney disease,MONDO,contraindication,0,1,0
DB00697,5468,Tizanidine,DrugBank,hypotensive disorder,MONDO,contraindication,0,1,0
DB00697,5487,Tizanidine,DrugBank,schizoaffective disorder,MONDO,contraindication,0,1,0
DB00703,100192,Methazolamide,DrugBank,liver failure,MONDO,contraindication,0,1,0
DB00703,10264,Methazolamide,DrugBank,X-linked adrenal hypoplasia congenita,MONDO,contraindication,0,1,0
DB00703,12819,Methazolamide,DrugBank,diabetic ketoacidosis,MONDO,contraindication,0,1,0
DB00703,18479_19847_23601_60783,Methazolamide,DrugBank,congenital adrenal hyperplasia,MONDO_grouped,contraindication,0,1,0
DB00703,21113,Methazolamide,DrugBank,respiratory failure,MONDO,contraindication,0,1,0
DB00703,5015,Methazolamide,DrugBank,diabetes mellitus (disease),MONDO,contraindication,0,1,0
DB00703,5148,Methazolamide,DrugBank,type 2 diabetes mellitus,MONDO,contraindication,0,1,0
DB00703,5240,Methazolamide,DrugBank,kidney disease,MONDO,contraindication,0,1,0
DB00703,5393,Methazolamide,DrugBank,gout,MONDO,contraindication,0,1,0
DB00703,8369_11422_9967_8368_15827_17828_1909_18440_17829,Methazolamide,DrugBank,renal tubular acidosis,MONDO_grouped,contraindication,0,1,0
DB00703,9410,Methazolamide,DrugBank,Addison disease,MONDO,contraindication,0,1,0
DB00704,100192,Naltrexone,DrugBank,liver failure,MONDO,contraindication,0,1,0
DB00704,10264,Naltrexone,DrugBank,X-linked adrenal hypoplasia congenita,MONDO,contraindication,0,1,0
DB00704,10811,Naltrexone,DrugBank,benign prostatic hyperplasia (disease),MONDO,contraindication,0,1,0
DB00704,11122,Naltrexone,DrugBank,obesity disorder,MONDO,indication,1,0,0
DB00704,11751,Naltrexone,DrugBank,"COPD, severe early onset",MONDO,contraindication,0,1,0
DB00704,11986_4982_5003_6515_3232,Naltrexone,DrugBank,pancreatitis,MONDO_grouped,contraindication,0,1,0
DB00704,1442,Naltrexone,DrugBank,dysthymic disorder,MONDO,contraindication,0,1,0
