drugId,targetId,drugName,drugSource,targetName,targetSource,display_relations,target,enzyme,transporter,carrier
DB00854,4988,Levorphanol,DrugBank,OPRM1,NCBI,target,1,0,0,0
DB00860,2908,Prednisolone,DrugBank,NR3C1,NCBI,target,1,0,0,0
DB00861,5742,Diflunisal,DrugBank,PTGS1,NCBI,target,1,0,0,0
DB00861,5743,Diflunisal,DrugBank,PTGS2,NCBI,target,1,0,0,0
DB00865,148,Benzphetamine,DrugBank,ADRA1A,NCBI,target,1,0,0,0
DB00865,150,Benzphetamine,DrugBank,ADRA2A,NCBI,target,1,0,0,0
DB00865,6531,Benzphetamine,DrugBank,SLC6A3,NCBI,target,1,0,0,0
DB00865,6571,Benzphetamine,DrugBank,SLC18A2,NCBI,target,1,0,0,0
DB00871,153,Terbutaline,DrugBank,ADRB1,NCBI,target,1,0,0,0
DB00871,154,Terbutaline,DrugBank,ADRB2,NCBI,target,1,0,0,0
DB00871,155,Terbutaline,DrugBank,ADRB3,NCBI,target,1,0,0,0
DB00874,116443,Guaifenesin,DrugBank,GRIN3A,NCBI,target,1,0,0,0
DB00874,2902,Guaifenesin,DrugBank,GRIN1,NCBI,target,1,0,0,0
DB00874,2903,Guaifenesin,DrugBank,GRIN2A,NCBI,target,1,0,0,0
DB00874,2904,Guaifenesin,DrugBank,GRIN2B,NCBI,target,1,0,0,0
DB00874,2905,Guaifenesin,DrugBank,GRIN2C,NCBI,target,1,0,0,0
DB00874,2906,Guaifenesin,DrugBank,GRIN2D,NCBI,target,1,0,0,0
DB00875,1128,Flupentixol,DrugBank,CHRM1,NCBI,target,1,0,0,0
DB00875,148,Flupentixol,DrugBank,ADRA1A,NCBI,target,1,0,0,0
DB00875,1812,Flupentixol,DrugBank,DRD1,NCBI,target,1,0,0,0
DB00875,1813,Flupentixol,DrugBank,DRD2,NCBI,target,1,0,0,0
DB00875,3356,Flupentixol,DrugBank,HTR2A,NCBI,target,1,0,0,0
DB00876,185,Eprosartan,DrugBank,AGTR1,NCBI,target,1,0,0,0
DB00877,2247,Sirolimus,DrugBank,FGF2,NCBI,target,1,0,0,0
DB00877,2475,Sirolimus,DrugBank,MTOR,NCBI,target,1,0,0,0
DB00881,1636,Quinapril,DrugBank,ACE,NCBI,target,1,0,0,0
DB00882,2099,Clomifene,DrugBank,ESR1,NCBI,target,1,0,0,0
DB00882,6462,Clomifene,DrugBank,SHBG,NCBI,target,1,0,0,0
DB00897,2554,Triazolam,DrugBank,GABRA1,NCBI,target,1,0,0,0
DB00897,2555,Triazolam,DrugBank,GABRA2,NCBI,target,1,0,0,0
DB00897,2556,Triazolam,DrugBank,GABRA3,NCBI,target,1,0,0,0
DB00897,2557,Triazolam,DrugBank,GABRA4,NCBI,target,1,0,0,0
DB00897,2558,Triazolam,DrugBank,GABRA5,NCBI,target,1,0,0,0
DB00897,2559,Triazolam,DrugBank,GABRA6,NCBI,target,1,0,0,0
DB00897,2560,Triazolam,DrugBank,GABRB1,NCBI,target,1,0,0,0
DB00897,2561,Triazolam,DrugBank,GABRB2,NCBI,target,1,0,0,0
DB00897,2562,Triazolam,DrugBank,GABRB3,NCBI,target,1,0,0,0
DB00897,2563,Triazolam,DrugBank,GABRD,NCBI,target,1,0,0,0
DB00897,2565,Triazolam,DrugBank,GABRG1,NCBI,target,1,0,0,0
DB00897,2566,Triazolam,DrugBank,GABRG2,NCBI,target,1,0,0,0
DB00897,2567,Triazolam,DrugBank,GABRG3,NCBI,target,1,0,0,0
DB00897,2568,Triazolam,DrugBank,GABRP,NCBI,target,1,0,0,0
DB00897,55879,Triazolam,DrugBank,GABRQ,NCBI,target,1,0,0,0
DB00899,4985,Remifentanil,DrugBank,OPRD1,NCBI,target,1,0,0,0
DB00899,4986,Remifentanil,DrugBank,OPRK1,NCBI,target,1,0,0,0
DB00899,4988,Remifentanil,DrugBank,OPRM1,NCBI,target,1,0,0,0
DB00901,154,Bitolterol,DrugBank,ADRB2,NCBI,target,1,0,0,0
DB00902,3269,Methdilazine,DrugBank,HRH1,NCBI,target,1,0,0,0
DB00904,3350,Ondansetron,DrugBank,HTR1A,NCBI,target,1,0,0,0
DB00904,3351,Ondansetron,DrugBank,HTR1B,NCBI,target,1,0,0,0
DB00904,3359,Ondansetron,DrugBank,HTR3A,NCBI,target,1,0,0,0
DB00904,3360,Ondansetron,DrugBank,HTR4,NCBI,target,1,0,0,0
DB00904,4988,Ondansetron,DrugBank,OPRM1,NCBI,target,1,0,0,0
DB00906,6529,Tiagabine,DrugBank,SLC6A1,NCBI,target,1,0,0,0
DB00907,10280,Cocaine,DrugBank,SIGMAR1,NCBI,target,1,0,0,0
DB00907,1066,Cocaine,DrugBank,CES1,NCBI,target,1,0,0,0
DB00907,1128,Cocaine,DrugBank,CHRM1,NCBI,target,1,0,0,0
DB00907,1129,Cocaine,DrugBank,CHRM2,NCBI,target,1,0,0,0
DB00907,6323,Cocaine,DrugBank,SCN1A,NCBI,target,1,0,0,0
DB00907,6324,Cocaine,DrugBank,SCN1B,NCBI,target,1,0,0,0
DB00907,6326,Cocaine,DrugBank,SCN2A,NCBI,target,1,0,0,0
DB00907,6328,Cocaine,DrugBank,SCN3A,NCBI,target,1,0,0,0
DB00907,6330,Cocaine,DrugBank,SCN4B,NCBI,target,1,0,0,0
DB00907,6331,Cocaine,DrugBank,SCN5A,NCBI,target,1,0,0,0
DB00907,6334,Cocaine,DrugBank,SCN8A,NCBI,target,1,0,0,0
DB00907,6335,Cocaine,DrugBank,SCN9A,NCBI,target,1,0,0,0
DB00907,6336,Cocaine,DrugBank,SCN10A,NCBI,target,1,0,0,0
DB00907,6530,Cocaine,DrugBank,SLC6A2,NCBI,target,1,0,0,0
DB00907,6531,Cocaine,DrugBank,SLC6A3,NCBI,target,1,0,0,0
DB00907,6532,Cocaine,DrugBank,SLC6A4,NCBI,target,1,0,0,0
DB00908,146,Quinidine,DrugBank,ADRA1D,NCBI,target,1,0,0,0
DB00908,147,Quinidine,DrugBank,ADRA1B,NCBI,target,1,0,0,0
DB00908,148,Quinidine,DrugBank,ADRA1A,NCBI,target,1,0,0,0
DB00908,3757,Quinidine,DrugBank,KCNH2,NCBI,target,1,0,0,0
DB00908,6331,Quinidine,DrugBank,SCN5A,NCBI,target,1,0,0,0
DB00909,4128,Zonisamide,DrugBank,MAOA,NCBI,target,1,0,0,0
DB00909,4129,Zonisamide,DrugBank,MAOB,NCBI,target,1,0,0,0
DB00909,6323,Zonisamide,DrugBank,SCN1A,NCBI,target,1,0,0,0
DB00909,6324,Zonisamide,DrugBank,SCN1B,NCBI,target,1,0,0,0
DB00909,6326,Zonisamide,DrugBank,SCN2A,NCBI,target,1,0,0,0
DB00909,6328,Zonisamide,DrugBank,SCN3A,NCBI,target,1,0,0,0
DB00909,6330,Zonisamide,DrugBank,SCN4B,NCBI,target,1,0,0,0
DB00909,6331,Zonisamide,DrugBank,SCN5A,NCBI,target,1,0,0,0
DB00909,6335,Zonisamide,DrugBank,SCN9A,NCBI,target,1,0,0,0
DB00909,760,Zonisamide,DrugBank,CA2,NCBI,target,1,0,0,0
DB00909,8912,Zonisamide,DrugBank,CACNA1H,NCBI,target,1,0,0,0
DB00912,5468,Repaglinide,DrugBank,PPARG,NCBI,target,1,0,0,0
DB00912,6833,Repaglinide,DrugBank,ABCC8,NCBI,target,1,0,0,0
DB00915,1136,Amantadine,DrugBank,CHRNA3,NCBI,target,1,0,0,0
DB00915,1137,Amantadine,DrugBank,CHRNA4,NCBI,target,1,0,0,0
DB00915,1139,Amantadine,DrugBank,CHRNA7,NCBI,target,1,0,0,0
DB00915,116443,Amantadine,DrugBank,GRIN3A,NCBI,target,1,0,0,0
DB00915,1813,Amantadine,DrugBank,DRD2,NCBI,target,1,0,0,0
DB00917,11251,Dinoprostone,DrugBank,PTGDR2,NCBI,target,1,0,0,0
DB00917,5734,Dinoprostone,DrugBank,PTGER4,NCBI,target,1,0,0,0
DB00921,4985,Buprenorphine,DrugBank,OPRD1,NCBI,target,1,0,0,0
DB00921,4986,Buprenorphine,DrugBank,OPRK1,NCBI,target,1,0,0,0
DB00921,4987,Buprenorphine,DrugBank,OPRL1,NCBI,target,1,0,0,0
DB00921,4988,Buprenorphine,DrugBank,OPRM1,NCBI,target,1,0,0,0
DB00925,146,Phenoxybenzamine,DrugBank,ADRA1D,NCBI,target,1,0,0,0
DB00925,147,Phenoxybenzamine,DrugBank,ADRA1B,NCBI,target,1,0,0,0
DB00925,148,Phenoxybenzamine,DrugBank,ADRA1A,NCBI,target,1,0,0,0
DB00925,150,Phenoxybenzamine,DrugBank,ADRA2A,NCBI,target,1,0,0,0
DB00925,152,Phenoxybenzamine,DrugBank,ADRA2C,NCBI,target,1,0,0,0
DB00925,154,Phenoxybenzamine,DrugBank,ADRB2,NCBI,target,1,0,0,0
DB00925,801,Phenoxybenzamine,DrugBank,CALM1,NCBI,target,1,0,0,0
DB00929,5734,Misoprostol,DrugBank,PTGER4,NCBI,target,1,0,0,0
DB00933,1813,Mesoridazine,DrugBank,DRD2,NCBI,target,1,0,0,0
DB00933,3356,Mesoridazine,DrugBank,HTR2A,NCBI,target,1,0,0,0
DB00934,1128,Maprotiline,DrugBank,CHRM1,NCBI,target,1,0,0,0
DB00934,1129,Maprotiline,DrugBank,CHRM2,NCBI,target,1,0,0,0
DB00934,1131,Maprotiline,DrugBank,CHRM3,NCBI,target,1,0,0,0
DB00934,1132,Maprotiline,DrugBank,CHRM4,NCBI,target,1,0,0,0
DB00934,1133,Maprotiline,DrugBank,CHRM5,NCBI,target,1,0,0,0
DB00934,146,Maprotiline,DrugBank,ADRA1D,NCBI,target,1,0,0,0
DB00934,147,Maprotiline,DrugBank,ADRA1B,NCBI,target,1,0,0,0
DB00934,148,Maprotiline,DrugBank,ADRA1A,NCBI,target,1,0,0,0
DB00934,150,Maprotiline,DrugBank,ADRA2A,NCBI,target,1,0,0,0
DB00934,152,Maprotiline,DrugBank,ADRA2C,NCBI,target,1,0,0,0
DB00934,1813,Maprotiline,DrugBank,DRD2,NCBI,target,1,0,0,0
DB00934,3269,Maprotiline,DrugBank,HRH1,NCBI,target,1,0,0,0
DB00934,3356,Maprotiline,DrugBank,HTR2A,NCBI,target,1,0,0,0
DB00934,3358,Maprotiline,DrugBank,HTR2C,NCBI,target,1,0,0,0
DB00934,3363,Maprotiline,DrugBank,HTR7,NCBI,target,1,0,0,0
DB00934,6530,Maprotiline,DrugBank,SLC6A2,NCBI,target,1,0,0,0
DB00936,1645,Salicylic acid,DrugBank,AKR1C1,NCBI,target,1,0,0,0
DB00936,5742,Salicylic acid,DrugBank,PTGS1,NCBI,target,1,0,0,0
DB00936,5743,Salicylic acid,DrugBank,PTGS2,NCBI,target,1,0,0,0
DB00937,6530,Diethylpropion,DrugBank,SLC6A2,NCBI,target,1,0,0,0
DB00937,6531,Diethylpropion,DrugBank,SLC6A3,NCBI,target,1,0,0,0
DB00938,153,Salmeterol,DrugBank,ADRB1,NCBI,target,1,0,0,0
DB00938,154,Salmeterol,DrugBank,ADRB2,NCBI,target,1,0,0,0
DB00938,155,Salmeterol,DrugBank,ADRB3,NCBI,target,1,0,0,0
DB00939,240,Meclofenamic acid,DrugBank,ALOX5,NCBI,target,1,0,0,0
DB00939,3785,Meclofenamic acid,DrugBank,KCNQ2,NCBI,target,1,0,0,0
DB00939,5742,Meclofenamic acid,DrugBank,PTGS1,NCBI,target,1,0,0,0
DB00939,5743,Meclofenamic acid,DrugBank,PTGS2,NCBI,target,1,0,0,0
DB00945,1645,Acetylsalicylic acid,DrugBank,AKR1C1,NCBI,target,1,0,0,0
DB00945,1909,Acetylsalicylic acid,DrugBank,EDNRA,NCBI,target,1,0,0,0
DB00945,3309,Acetylsalicylic acid,DrugBank,HSPA5,NCBI,target,1,0,0,0
DB00945,5595,Acetylsalicylic acid,DrugBank,MAPK3,NCBI,target,1,0,0,0
DB00945,5742,Acetylsalicylic acid,DrugBank,PTGS1,NCBI,target,1,0,0,0
DB00945,5743,Acetylsalicylic acid,DrugBank,PTGS2,NCBI,target,1,0,0,0
DB00945,834,Acetylsalicylic acid,DrugBank,CASP1,NCBI,target,1,0,0,0
DB00945,836,Acetylsalicylic acid,DrugBank,CASP3,NCBI,target,1,0,0,0
DB00949,2903,Felbamate,DrugBank,GRIN2A,NCBI,target,1,0,0,0
DB00949,2904,Felbamate,DrugBank,GRIN2B,NCBI,target,1,0,0,0
DB00950,3269,Fexofenadine,DrugBank,HRH1,NCBI,target,1,0,0,0
DB00951,1544,Isoniazid,DrugBank,CYP1A2,NCBI,target,1,0,0,0
DB00956,10280,Hydrocodone,DrugBank,SIGMAR1,NCBI,target,1,0,0,0
DB00956,4985,Hydrocodone,DrugBank,OPRD1,NCBI,target,1,0,0,0
DB00956,4988,Hydrocodone,DrugBank,OPRM1,NCBI,target,1,0,0,0
DB00957,2099,Norgestimate,DrugBank,ESR1,NCBI,target,1,0,0,0
DB00957,367,Norgestimate,DrugBank,AR,NCBI,target,1,0,0,0
DB00957,5241,Norgestimate,DrugBank,PGR,NCBI,target,1,0,0,0
DB00959,2908,Methylprednisolone,DrugBank,NR3C1,NCBI,target,1,0,0,0
DB00960,153,Pindolol,DrugBank,ADRB1,NCBI,target,1,0,0,0
DB00960,154,Pindolol,DrugBank,ADRB2,NCBI,target,1,0,0,0
DB00960,155,Pindolol,DrugBank,ADRB3,NCBI,target,1,0,0,0
DB00960,3350,Pindolol,DrugBank,HTR1A,NCBI,target,1,0,0,0
DB00960,3351,Pindolol,DrugBank,HTR1B,NCBI,target,1,0,0,0
DB00963,5742,Bromfenac,DrugBank,PTGS1,NCBI,target,1,0,0,0
DB00963,5743,Bromfenac,DrugBank,PTGS2,NCBI,target,1,0,0,0
DB00966,185,Telmisartan,DrugBank,AGTR1,NCBI,target,1,0,0,0
DB00966,5468,Telmisartan,DrugBank,PPARG,NCBI,target,1,0,0,0
DB00967,3269,Desloratadine,DrugBank,HRH1,NCBI,target,1,0,0,0
DB00968,150,Methyldopa,DrugBank,ADRA2A,NCBI,target,1,0,0,0
DB00968,1644,Methyldopa,DrugBank,DDC,NCBI,target,1,0,0,0
DB00972,3269,Azelastine,DrugBank,HRH1,NCBI,target,1,0,0,0
DB00975,10846,Dipyridamole,DrugBank,PDE10A,NCBI,target,1,0,0,0
DB00975,5004,Dipyridamole,DrugBank,ORM1,NCBI,target,1,0,0,0
DB00975,5141,Dipyridamole,DrugBank,PDE4A,NCBI,target,1,0,0,0
DB00977,2099,Ethinylestradiol,DrugBank,ESR1,NCBI,target,1,0,0,0
DB00977,8856,Ethinylestradiol,DrugBank,NR1I2,NCBI,target,1,0,0,0
DB00981,1137,Physostigmine,DrugBank,CHRNA4,NCBI,target,1,0,0,0
DB00981,1141,Physostigmine,DrugBank,CHRNB2,NCBI,target,1,0,0,0
DB00981,43,Physostigmine,DrugBank,ACHE,NCBI,target,1,0,0,0
DB00983,153,Formoterol,DrugBank,ADRB1,NCBI,target,1,0,0,0
DB00983,154,Formoterol,DrugBank,ADRB2,NCBI,target,1,0,0,0
DB00983,155,Formoterol,DrugBank,ADRB3,NCBI,target,1,0,0,0
DB00985,3269,Dimenhydrinate,DrugBank,HRH1,NCBI,target,1,0,0,0
DB00987,5423,Cytarabine,DrugBank,POLB,NCBI,target,1,0,0,0
DB00988,1621,Dopamine,DrugBank,DBH,NCBI,target,1,0,0,0
DB00988,1812,Dopamine,DrugBank,DRD1,NCBI,target,1,0,0,0
DB00988,1813,Dopamine,DrugBank,DRD2,NCBI,target,1,0,0,0
DB00988,1814,Dopamine,DrugBank,DRD3,NCBI,target,1,0,0,0
DB00988,1815,Dopamine,DrugBank,DRD4,NCBI,target,1,0,0,0
DB00988,1816,Dopamine,DrugBank,DRD5,NCBI,target,1,0,0,0
DB00988,3350,Dopamine,DrugBank,HTR1A,NCBI,target,1,0,0,0
DB00988,3359,Dopamine,DrugBank,HTR3A,NCBI,target,1,0,0,0
DB00988,3363,Dopamine,DrugBank,HTR7,NCBI,target,1,0,0,0
DB00988,6530,Dopamine,DrugBank,SLC6A2,NCBI,target,1,0,0,0
DB00988,6531,Dopamine,DrugBank,SLC6A3,NCBI,target,1,0,0,0
DB00988,6532,Dopamine,DrugBank,SLC6A4,NCBI,target,1,0,0,0
DB00988,6571,Dopamine,DrugBank,SLC18A2,NCBI,target,1,0,0,0
DB00988,6647,Dopamine,DrugBank,SOD1,NCBI,target,1,0,0,0
DB00988,9177,Dopamine,DrugBank,HTR3B,NCBI,target,1,0,0,0
DB00989,43,Rivastigmine,DrugBank,ACHE,NCBI,target,1,0,0,0
DB00989,590,Rivastigmine,DrugBank,BCHE,NCBI,target,1,0,0,0
DB00991,5742,Oxaprozin,DrugBank,PTGS1,NCBI,target,1,0,0,0
DB00991,5743,Oxaprozin,DrugBank,PTGS2,NCBI,target,1,0,0,0
DB00997,7153,Doxorubicin,DrugBank,TOP2A,NCBI,target,1,0,0,0
DB01001,153,Salbutamol,DrugBank,ADRB1,NCBI,target,1,0,0,0
DB01001,154,Salbutamol,DrugBank,ADRB2,NCBI,target,1,0,0,0
DB01001,155,Salbutamol,DrugBank,ADRB3,NCBI,target,1,0,0,0
DB01006,1588,Letrozole,DrugBank,CYP19A1,NCBI,target,1,0,0,0
DB01009,5742,Ketoprofen,DrugBank,PTGS1,NCBI,target,1,0,0,0
DB01009,5743,Ketoprofen,DrugBank,PTGS2,NCBI,target,1,0,0,0
DB01012,846,Cinacalcet,DrugBank,CASR,NCBI,target,1,0,0,0
DB01014,240,Balsalazide,DrugBank,ALOX5,NCBI,target,1,0,0,0
DB01014,5468,Balsalazide,DrugBank,PPARG,NCBI,target,1,0,0,0
DB01014,5742,Balsalazide,DrugBank,PTGS1,NCBI,target,1,0,0,0
DB01014,5743,Balsalazide,DrugBank,PTGS2,NCBI,target,1,0,0,0
DB01016,1080,Glyburide,DrugBank,CFTR,NCBI,target,1,0,0,0
DB01016,1374,Glyburide,DrugBank,CPT1A,NCBI,target,1,0,0,0
DB01016,3767,Glyburide,DrugBank,KCNJ11,NCBI,target,1,0,0,0
DB01016,6833,Glyburide,DrugBank,ABCC8,NCBI,target,1,0,0,0
DB01017,1432,Minocycline,DrugBank,MAPK14,NCBI,target,1,0,0,0
DB01017,240,Minocycline,DrugBank,ALOX5,NCBI,target,1,0,0,0
DB01017,3553,Minocycline,DrugBank,IL1B,NCBI,target,1,0,0,0
DB01017,4318,Minocycline,DrugBank,MMP9,NCBI,target,1,0,0,0
DB01017,4843,Minocycline,DrugBank,NOS2,NCBI,target,1,0,0,0
DB01017,5595,Minocycline,DrugBank,MAPK3,NCBI,target,1,0,0,0
DB01017,7422,Minocycline,DrugBank,VEGFA,NCBI,target,1,0,0,0
DB01017,834,Minocycline,DrugBank,CASP1,NCBI,target,1,0,0,0
DB01017,836,Minocycline,DrugBank,CASP3,NCBI,target,1,0,0,0
DB01018,150,Guanfacine,DrugBank,ADRA2A,NCBI,target,1,0,0,0
DB01019,1128,Bethanechol,DrugBank,CHRM1,NCBI,target,1,0,0,0
DB01019,1129,Bethanechol,DrugBank,CHRM2,NCBI,target,1,0,0,0
DB01019,1131,Bethanechol,DrugBank,CHRM3,NCBI,target,1,0,0,0
DB01019,1132,Bethanechol,DrugBank,CHRM4,NCBI,target,1,0,0,0
DB01022,632,Phylloquinone,DrugBank,BGLAP,NCBI,target,1,0,0,0
DB01023,4306,Felodipine,DrugBank,NR3C2,NCBI,target,1,0,0,0
DB01023,5153,Felodipine,DrugBank,PDE1B,NCBI,target,1,0,0,0
DB01023,7125,Felodipine,DrugBank,TNNC2,NCBI,target,1,0,0,0
DB01023,7134,Felodipine,DrugBank,TNNC1,NCBI,target,1,0,0,0
DB01023,775,Felodipine,DrugBank,CACNA1C,NCBI,target,1,0,0,0
DB01023,776,Felodipine,DrugBank,CACNA1D,NCBI,target,1,0,0,0
DB01023,779,Felodipine,DrugBank,CACNA1S,NCBI,target,1,0,0,0
DB01023,783,Felodipine,DrugBank,CACNB2,NCBI,target,1,0,0,0
DB01023,801,Felodipine,DrugBank,CALM1,NCBI,target,1,0,0,0
DB01023,8912,Felodipine,DrugBank,CACNA1H,NCBI,target,1,0,0,0
DB01023,9254,Felodipine,DrugBank,CACNA2D2,NCBI,target,1,0,0,0
DB01026,1586,Ketoconazole,DrugBank,CYP17A1,NCBI,target,1,0,0,0
DB01026,367,Ketoconazole,DrugBank,AR,NCBI,target,1,0,0,0
DB01026,3757,Ketoconazole,DrugBank,KCNH2,NCBI,target,1,0,0,0
DB01026,8856,Ketoconazole,DrugBank,NR1I2,NCBI,target,1,0,0,0
DB01029,185,Irbesartan,DrugBank,AGTR1,NCBI,target,1,0,0,0
DB01029,3725,Irbesartan,DrugBank,JUN,NCBI,target,1,0,0,0
DB01030,7150,Topotecan,DrugBank,TOP1,NCBI,target,1,0,0,0
DB01035,3757,Procainamide,DrugBank,KCNH2,NCBI,target,1,0,0,0
DB01035,6331,Procainamide,DrugBank,SCN5A,NCBI,target,1,0,0,0
DB01037,4128,Selegiline,DrugBank,MAOA,NCBI,target,1,0,0,0
DB01037,4129,Selegiline,DrugBank,MAOB,NCBI,target,1,0,0,0
DB01039,5465,Fenofibrate,DrugBank,PPARA,NCBI,target,1,0,0,0
DB01039,8856,Fenofibrate,DrugBank,NR1I2,NCBI,target,1,0,0,0
DB01041,2263,Thalidomide,DrugBank,FGFR2,NCBI,target,1,0,0,0
DB01041,4790,Thalidomide,DrugBank,NFKB1,NCBI,target,1,0,0,0
DB01041,5004,Thalidomide,DrugBank,ORM1,NCBI,target,1,0,0,0
DB01041,51185,Thalidomide,DrugBank,CRBN,NCBI,target,1,0,0,0
DB01041,5743,Thalidomide,DrugBank,PTGS2,NCBI,target,1,0,0,0
DB01041,7124,Thalidomide,DrugBank,TNF,NCBI,target,1,0,0,0
DB01048,3106,Abacavir,DrugBank,HLA-B,NCBI,target,1,0,0,0
DB01050,1080,Ibuprofen,DrugBank,CFTR,NCBI,target,1,0,0,0
DB01050,2169,Ibuprofen,DrugBank,FABP2,NCBI,target,1,0,0,0
DB01050,5465,Ibuprofen,DrugBank,PPARA,NCBI,target,1,0,0,0
DB01050,5468,Ibuprofen,DrugBank,PPARG,NCBI,target,1,0,0,0
DB01050,5742,Ibuprofen,DrugBank,PTGS1,NCBI,target,1,0,0,0
DB01050,5743,Ibuprofen,DrugBank,PTGS2,NCBI,target,1,0,0,0
DB01050,596,Ibuprofen,DrugBank,BCL2,NCBI,target,1,0,0,0
DB01050,7056,Ibuprofen,DrugBank,THBD,NCBI,target,1,0,0,0
DB01057,590,Echothiophate,DrugBank,BCHE,NCBI,target,1,0,0,0
DB01062,1128,Oxybutynin,DrugBank,CHRM1,NCBI,target,1,0,0,0
DB01062,1129,Oxybutynin,DrugBank,CHRM2,NCBI,target,1,0,0,0
DB01062,1131,Oxybutynin,DrugBank,CHRM3,NCBI,target,1,0,0,0
DB01063,1813,Acetophenazine,DrugBank,DRD2,NCBI,target,1,0,0,0
DB01063,367,Acetophenazine,DrugBank,AR,NCBI,target,1,0,0,0
DB01064,153,Isoprenaline,DrugBank,ADRB1,NCBI,target,1,0,0,0
DB01064,154,Isoprenaline,DrugBank,ADRB2,NCBI,target,1,0,0,0
DB01064,155,Isoprenaline,DrugBank,ADRB3,NCBI,target,1,0,0,0
DB01064,6647,Isoprenaline,DrugBank,SOD1,NCBI,target,1,0,0,0
DB01065,2099,Melatonin,DrugBank,ESR1,NCBI,target,1,0,0,0
DB01065,4353,Melatonin,DrugBank,MPO,NCBI,target,1,0,0,0
DB01065,438,Melatonin,DrugBank,ASMT,NCBI,target,1,0,0,0
DB01065,4543,Melatonin,DrugBank,MTNR1A,NCBI,target,1,0,0,0
DB01065,4835,Melatonin,DrugBank,NQO2,NCBI,target,1,0,0,0
DB01065,801,Melatonin,DrugBank,CALM1,NCBI,target,1,0,0,0
DB01065,811,Melatonin,DrugBank,CALR,NCBI,target,1,0,0,0
DB01067,5468,Glipizide,DrugBank,PPARG,NCBI,target,1,0,0,0
DB01067,6833,Glipizide,DrugBank,ABCC8,NCBI,target,1,0,0,0
DB01068,2554,Clonazepam,DrugBank,GABRA1,NCBI,target,1,0,0,0
DB01068,2555,Clonazepam,DrugBank,GABRA2,NCBI,target,1,0,0,0
DB01068,2556,Clonazepam,DrugBank,GABRA3,NCBI,target,1,0,0,0
DB01068,2557,Clonazepam,DrugBank,GABRA4,NCBI,target,1,0,0,0
DB01068,2558,Clonazepam,DrugBank,GABRA5,NCBI,target,1,0,0,0
DB01068,2559,Clonazepam,DrugBank,GABRA6,NCBI,target,1,0,0,0
DB01068,2560,Clonazepam,DrugBank,GABRB1,NCBI,target,1,0,0,0
DB01068,2561,Clonazepam,DrugBank,GABRB2,NCBI,target,1,0,0,0
DB01068,2562,Clonazepam,DrugBank,GABRB3,NCBI,target,1,0,0,0
DB01068,2563,Clonazepam,DrugBank,GABRD,NCBI,target,1,0,0,0
DB01068,2565,Clonazepam,DrugBank,GABRG1,NCBI,target,1,0,0,0
DB01068,2566,Clonazepam,DrugBank,GABRG2,NCBI,target,1,0,0,0
DB01068,2567,Clonazepam,DrugBank,GABRG3,NCBI,target,1,0,0,0
DB01068,2568,Clonazepam,DrugBank,GABRP,NCBI,target,1,0,0,0
DB01068,55879,Clonazepam,DrugBank,GABRQ,NCBI,target,1,0,0,0
DB01068,8856,Clonazepam,DrugBank,NR1I2,NCBI,target,1,0,0,0
DB01069,1128,Promethazine,DrugBank,CHRM1,NCBI,target,1,0,0,0
DB01069,1129,Promethazine,DrugBank,CHRM2,NCBI,target,1,0,0,0
DB01069,1131,Promethazine,DrugBank,CHRM3,NCBI,target,1,0,0,0
DB01069,1132,Promethazine,DrugBank,CHRM4,NCBI,target,1,0,0,0
DB01069,1133,Promethazine,DrugBank,CHRM5,NCBI,target,1,0,0,0
DB01069,146,Promethazine,DrugBank,ADRA1D,NCBI,target,1,0,0,0
DB01069,147,Promethazine,DrugBank,ADRA1B,NCBI,target,1,0,0,0
DB01069,148,Promethazine,DrugBank,ADRA1A,NCBI,target,1,0,0,0
DB01069,150,Promethazine,DrugBank,ADRA2A,NCBI,target,1,0,0,0
DB01069,152,Promethazine,DrugBank,ADRA2C,NCBI,target,1,0,0,0
DB01069,1813,Promethazine,DrugBank,DRD2,NCBI,target,1,0,0,0
DB01069,3269,Promethazine,DrugBank,HRH1,NCBI,target,1,0,0,0
DB01069,6323,Promethazine,DrugBank,SCN1A,NCBI,target,1,0,0,0
DB01069,6326,Promethazine,DrugBank,SCN2A,NCBI,target,1,0,0,0
DB01069,6328,Promethazine,DrugBank,SCN3A,NCBI,target,1,0,0,0
DB01069,6331,Promethazine,DrugBank,SCN5A,NCBI,target,1,0,0,0
DB01069,6334,Promethazine,DrugBank,SCN8A,NCBI,target,1,0,0,0
DB01069,6335,Promethazine,DrugBank,SCN9A,NCBI,target,1,0,0,0
DB01069,6336,Promethazine,DrugBank,SCN10A,NCBI,target,1,0,0,0
DB01069,801,Promethazine,DrugBank,CALM1,NCBI,target,1,0,0,0
DB01070,7421,Dihydrotachysterol,DrugBank,VDR,NCBI,target,1,0,0,0
DB01075,1129,Diphenhydramine,DrugBank,CHRM2,NCBI,target,1,0,0,0
DB01075,3269,Diphenhydramine,DrugBank,HRH1,NCBI,target,1,0,0,0
DB01076,196,Atorvastatin,DrugBank,AHR,NCBI,target,1,0,0,0
DB01076,3066,Atorvastatin,DrugBank,HDAC2,NCBI,target,1,0,0,0
DB01076,3156,Atorvastatin,DrugBank,HMGCR,NCBI,target,1,0,0,0
DB01079,3356,Tegaserod,DrugBank,HTR2A,NCBI,target,1,0,0,0
DB01079,3358,Tegaserod,DrugBank,HTR2C,NCBI,target,1,0,0,0
